,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
277,"Meet the Core Team of EXIMIUS, The Hottest Student-led Entrepreneurship
Summit going on in India right now",Ever Wish You Had the Same Data As Amazon? Terapeak Says You Can (1.01),Top Jobs Of The Week In Digital Media And Mobile Content (1.00),Facebook Testing New Shareable Ads (1.00),Barbershop Makes Kids Look Like Senior Citizens for Free (1.00),50 quotes which will trigger productivity (1.00),Entrepreneur Quits Wedding Photography for a Different Focus (0.99),Google Acquisition of Motorola Finally Closes: Why You Should Care (0.98),Zapier Zaps Your Data from One App to Another With One Click (0.98),Artsy Central Shows Trend Toward Etsy Alternatives (0.98),New Study Helps SMB Owner Analyze Local Search Data (0.98)
278,4 Powerful LinkedIn Tips To Generate Sales,3 Ways to Look at Marketing (1.00),How to Leverage Infographics for B2B Marketing (1.00),Book Review: You Are What You Choose (1.00),Are You Making Use of These 200+ Content Marketing Tips? (1.00),5 Ways to Start Building Your Brand Online (1.00),"Smarter, Faster, Cheaper: A Review (1.00)",4 Ways to Encourage Online Reviews (1.00),10 Creative and Efficient Customer Service Solutions (1.00),"6 Statistics That Influence Your Mix of Media, Marketing and Mingling (1.00)",5 Pillars of Visual Marketing Plus Some Free Tools (1.00)
279,"Dell Has A New Tablet, iCloud Prices Drop",Getting In The Game Puts Your Start Up Investment on the Board (1.39),Juice Your Apple Devices with this Fun Juice Box Charger (1.00),Verizon Plans to Acquire Content Delivery Network EdgeCast (1.00),The Kodak Pixpro SP360 Sports a 360 Degree Camera (1.00),Want to build a billion dollar organisation without VC money? Learn from Sridhar Vembu (1.00),Modi wants Tesla to set up its factories in India (1.00),Union Cabinet approves skill training through Pradhan Mantri Kaushal Vikas Yojana (1.00),UPS Considers Delivery Drones Too (1.00),LinkedIn Acquires Bizo for a Cool $175 Million (1.00),SurveyMonkey Introduces New Service To Do Employee Surveys (1.00)
280,Getting In The Game Puts Your Start Up Investment on the Board,Verizon Plans to Acquire Content Delivery Network EdgeCast (1.41),The Christmas Conspiracy (1.41),LinkedIn Acquires Bizo for a Cool $175 Million (1.41),"The story of BPLs amazing comeback, riding the online wave on the shoulders of Flipkart (1.41)",Could Robots Be the Employees of the Future? (1.40),"Despite the Hype, Few Study Entrepreneurship (1.40)",Why Google Is Taking a $9.5 Billion Hit on Selling Motorola to Lenovo (1.40),10 real problems in India startups can aim to solve (1.40),Spotlight: elMejorTrato Runs a Startup With No Bosses (1.40),Google Antitrust Case: EU Charges Explained (1.40)
281,"Marijuana Businesses Offer Opportunities, But Also Risks",Protecting Small Business Intellectual Property (1.00),A Plug-and-Play Customer Loyalty Program for Small Businesses (1.00),How to Turn Your Home Brewing Hobby into a Business (1.00),Where Is the Best State to Incorporate Your Business? (1.00),IRS Claims Small Businesses Underreporting Cash Payments (1.00),Targeted Cyber Attacks Against Small Biz: Chat Recap (1.00),Is Your Small Business Marketing to Hispanic Consumers? (0.99),How Cloud Computing Can Help You Scale Your Business (0.99),"Spring Clean Your Small Business, Twitter Chat Recap (0.99)",How to Form an LLC or Incorporate a Business (0.99)
282,Stitch Inventory Integrates With Xero Accounting: Two Small Business Lessons,Is Your Small Business Marketing to Hispanic Consumers? (1.00),How Cloud Computing Can Help You Scale Your Business (1.00),"Spring Clean Your Small Business, Twitter Chat Recap (1.00)",Tom Byun of Yahoo! Small Business: Making That Next Sale (1.00),How to Form an LLC or Incorporate a Business (1.00),Working On Your Business Not In It (1.00),Are You Ready to Start a Small Business? (1.00),The Toughest Franchise Business In The World (1.00),Where Is the Best State to Incorporate Your Business? (1.00),Is Google Wallet Geared Toward Small Biz? (1.00)
283,Microsoft Ponders Free Windows Phone Licensing,Getting In The Game Puts Your Start Up Investment on the Board (1.34),How 2 of the world's most powerful and dangerous drug lords compare (1.00),"Intuit Will Acquire Check App, Deal is Worth $360 Million (1.00)",Victoria's Secret supermodel reveals everything she eats in a day (1.00),On the Long Road to Economic Recovery? You Decide (1.00),Juice Your Apple Devices with this Fun Juice Box Charger (1.00),The Daily Sprout (1.00),"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way (1.00)",Your Uncharged Phone Might Not be Allowed on Some Flights (1.00),"China Based Huawei Introduces Five New Devices, Eyes U.S. Market (1.00)"
284,Court Defends the Anonymity of Yelp Reviewers,20 Steps to a Renewable Energy Plan on a Budget (1.01),10 phrases in your emails that make you sound unprofessional (1.00),"Brands Doing More Content Marketing with Less Return, TrackMaven Says (1.00)","Jupitermedia: Media Analyst, NYC (1.00)",4 Real Reasons to Care About Google Place Pages (1.00),"Culture, Career Development and Networking Blend in Black Faces In White Places (1.00)",Social Media Customer Care Company Raises $1 Million for Growth (1.00),Spotlight: Manage A Gazillion Marketing Platforms with Holonis (1.00),Adwords Shopping Campaigns Set to Replace Product Listing Ads (1.00),Teach The Young Entrepreneurs In Your Family With Nacho Money (1.00)
285,SMBs Make Hopeful 2011 New Year Resolutions,Getting In The Game Puts Your Start Up Investment on the Board (1.39),Juice Your Apple Devices with this Fun Juice Box Charger (1.00),Could Robots Be the Employees of the Future? (1.00),Verizon Plans to Acquire Content Delivery Network EdgeCast (1.00),The Kodak Pixpro SP360 Sports a 360 Degree Camera (1.00),Want to build a billion dollar organisation without VC money? Learn from Sridhar Vembu (1.00),Modi wants Tesla to set up its factories in India (1.00),UPS Considers Delivery Drones Too (1.00),LinkedIn Acquires Bizo for a Cool $175 Million (1.00),SurveyMonkey Introduces New Service To Do Employee Surveys (1.00)
286,How to Create DIY Professional Quality Writing for Your Small Business,Chekkt: A Place To Discover Business Management Software (1.00),3 Key Business Marketing Trends for 2014 (1.00),68 E-Commerce and Shopping Carts for the Small Business (1.00),Practices of Top SEO Companies for Small Businesses (1.00),Why Online Reputation Matters to Small Business (1.00),Raise and Re-Energize Your Business Metabolism (1.00),Small Business News: Tips For Your Next Venture (1.00),Direct Marketing and Other Small Business Wonders (1.00),Hacking of Google Maps May Have Killed This Business (0.99),Quantify Lets You Shop For Your Next Business Consultant Online (0.99)
287,BSE: Top losers and gainers,Getting In The Game Puts Your Start Up Investment on the Board (1.27),Victoria's Secret supermodel reveals everything she eats in a day (1.00),Microsoft Makes $44.6 Billion Cash And Stock Bid For Yahoo; 62 Percent Premium (1.00),"New Apple iPad Thinner, Lighter But Still $499 (1.00)",On the Long Road to Economic Recovery? You Decide (1.00),"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way (1.00)",Here comes Markit services PMI ... (1.00),The 20 best smartphones in the world (1.00),Nokia Introduces Asha Smartphones Beginning at Just $69 (1.00),How to Get a Startup Visa Act Passed (1.00)
288,Market Your Business on Facebook With Some of This Secret Sauce,10 Ways to Use Hashtags for Your Business (1.00),Rock Your Business With These 23 Website Building Tools (1.00),6 Benefits of Social Media for Small Businesses (1.00),25 Tips for Using Instagram in Your Business (0.99),"31 LinkedIn Tools for Business, Plus a Few Extras (0.98)",Best Small Business Use of Facebook Graph Search: Local Businesses (0.97),Building Trust: 5 Tips to Establish Your Credibility for Business (0.95),Tips for Tracking Employee Time Effectively in Your Business (0.92),Review of The Mesh: Why The Future of Business Is Sharing (0.92),7 Best Business Books for Summer Reading (0.92)
289,Rs 5000 to Rs 5 crore: An Indore boys graduation from a hacker to an entrepreneur,Getting In The Game Puts Your Start Up Investment on the Board (1.23),IRS Adopts Taxpayer Bill of Rights (1.00),Amazon Takes Aim at Etsy with Handmade (1.00),2 Important Things to Know About Viral Videos (1.00),Enterprise Cloud Services Retooled as Google for Work (1.00),Reaching the Cloud: Dedicated Ethernet vs Public Internet Connections (1.00),Green Packaging Solutions: Pizza Box With Built-In Paper Plates (1.00),Is Network Congestion Choking Your Mobile Experience? (1.00),"Daisy Chittilapilly- Director, Partner Organization, Cisco India and SAARC (0.99)",CrowdtiltOpen Allows Free Crowdsourcing on Your Own Domain (0.99)
290,4 Ways To Survive Social Media Humiliation,3 Ways to Look at Marketing (1.00),Better Online Marketing Optimization Through Google Analytics: A Book Review (1.00),Why Employees Are Always A Bad Idea: A Review (1.00),How to Leverage Infographics for B2B Marketing (1.00),How Does Social Media Aid Lead Generation? (1.00),Book Review: You Are What You Choose (1.00),Review: Attention! This Book Will Make You Money (1.00),This One Quality Can Make or Break Your Social Media Campaigns (1.00),Become a Better Blogger and Writer in 7 Easy Steps (1.00),"Smarter, Faster, Cheaper: A Review (1.00)"
291,Ten interesting things that we read this week,Getting In The Game Puts Your Start Up Investment on the Board (1.28),Victoria's Secret supermodel reveals everything she eats in a day (1.00),Microsoft Makes $44.6 Billion Cash And Stock Bid For Yahoo; 62 Percent Premium (1.00),"New Apple iPad Thinner, Lighter But Still $499 (1.00)",On the Long Road to Economic Recovery? You Decide (1.00),"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way (1.00)",Here comes Markit services PMI ... (1.00),"China Based Huawei Introduces Five New Devices, Eyes U.S. Market (1.00)",The 20 best smartphones in the world (1.00),Nokia Introduces Asha Smartphones Beginning at Just $69 (1.00)
292,enMarkit Leads in Social Commerce in India,20 Steps to a Renewable Energy Plan on a Budget (1.01),10 phrases in your emails that make you sound unprofessional (1.00),"Brands Doing More Content Marketing with Less Return, TrackMaven Says (1.00)","Jupitermedia: Media Analyst, NYC (1.00)",4 Real Reasons to Care About Google Place Pages (1.00),"Culture, Career Development and Networking Blend in Black Faces In White Places (1.00)",Social Media Customer Care Company Raises $1 Million for Growth (1.00),Teach The Young Entrepreneurs In Your Family With Nacho Money (1.00),What If Someone Stole Your Website? (1.00),Graph Search Presents Opportunties to Reach More Facebook Users (1.00)
293,Direct Marketing and Other Small Business Wonders,Chekkt: A Place To Discover Business Management Software (1.00),68 E-Commerce and Shopping Carts for the Small Business (1.00),Practices of Top SEO Companies for Small Businesses (1.00),Why Online Reputation Matters to Small Business (1.00),Raise and Re-Energize Your Business Metabolism (1.00),Small Business News: Tips For Your Next Venture (1.00),How to Create DIY Professional Quality Writing for Your Small Business (1.00),Hacking of Google Maps May Have Killed This Business (0.99),Quantify Lets You Shop For Your Next Business Consultant Online (0.99),The Creative Small Business and 4 Ways to Get There (0.99)
294,First Sharp Aquos Smartphone Comes to U.S. Market,Getting In The Game Puts Your Start Up Investment on the Board (1.31),How 2 of the world's most powerful and dangerous drug lords compare (1.00),"Intuit Will Acquire Check App, Deal is Worth $360 Million (1.00)",Victoria's Secret supermodel reveals everything she eats in a day (1.00),Microsoft Makes $44.6 Billion Cash And Stock Bid For Yahoo; 62 Percent Premium (1.00),"New Apple iPad Thinner, Lighter But Still $499 (1.00)",On the Long Road to Economic Recovery? You Decide (1.00),Juice Your Apple Devices with this Fun Juice Box Charger (1.00),The Daily Sprout (1.00),"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way (1.00)"
295,5 Ways to Run Effective Facebook Ads at Different Stages,Better Online Marketing Optimization Through Google Analytics: A Book Review (1.00),Metrics Overload? How to Streamline Marketing Data (1.00),Why Employees Are Always A Bad Idea: A Review (1.00),How Does Social Media Aid Lead Generation? (1.00),Book Review: You Are What You Choose (1.00),Review: Attention! This Book Will Make You Money (1.00),This One Quality Can Make or Break Your Social Media Campaigns (1.00),Become a Better Blogger and Writer in 7 Easy Steps (1.00),Why SMB owners should care about SEO (1.00),Is Brand Awareness the Number-One Social Media Goal? (1.00)
296,Ten interesting things we read last week,Getting In The Game Puts Your Start Up Investment on the Board (1.36),How 2 of the world's most powerful and dangerous drug lords compare (1.00),"Intuit Will Acquire Check App, Deal is Worth $360 Million (1.00)",Victoria's Secret supermodel reveals everything she eats in a day (1.00),On the Long Road to Economic Recovery? You Decide (1.00),Juice Your Apple Devices with this Fun Juice Box Charger (1.00),The Daily Sprout (1.00),"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way (1.00)",Your Uncharged Phone Might Not be Allowed on Some Flights (1.00),"China Based Huawei Introduces Five New Devices, Eyes U.S. Market (1.00)"
297,Entrepreneur Quits Wedding Photography for a Different Focus,Artsy Central Shows Trend Toward Etsy Alternatives (0.99),Barbershop Makes Kids Look Like Senior Citizens for Free (0.99),Ever Wish You Had the Same Data As Amazon? Terapeak Says You Can (0.99),1001 Startup Ideas - Place for connecting students to micro-jobs (0.99),50 quotes which will trigger productivity (0.99),"Meet the Core Team of EXIMIUS, The Hottest Student-led Entrepreneurship
Summit going on in India right now (0.99)",Google Acquisition of Motorola Finally Closes: Why You Should Care (0.98),Facebook Testing New Shareable Ads (0.98),Top Jobs Of The Week In Digital Media And Mobile Content (0.97),"Michael Phelps has the perfect body for swimming, but that's not the only reason he's so good (0.97)"
