Article,Recommendation
"Yes, Some Small Businesses Have Social Media Budgets over $100,000","[(0.98, 'Business By Miles: Automate Your Business All in a Single System'), (0.96, 'Twitter Accidentally Sends Out Thousands of Reset Notices'), (0.96, 'Small Banks Continue to Grab Share In Small Biz Loan Market'), (0.96, 'New LG Smartphone Added to the G3 Line Has a Stylus Pen'), (0.96, 'Get Ready: Here Comes Twitter Business Center')]"
5 Reasons You Can No Longer Afford to Ignore Google Plus,"[(0.97, 'Yahoo Unveils News Digest, Digital Magazines But Without Clear Niche'), (0.95, 'Rock Your Business With These 23 Website Building Tools'), (0.94, 'Sell Local Think Global is Loaded With Creative Marketing Ideas for Small Business'), (0.94, 'Internet Sales Tax Bill May Stall in House of Representatives'), (0.91, 'Indie Books Now Have a Better Shot With Brick-and-Mortar Bookstores')]"
"AdPushup, a tech startup backed by Microsoft Accelarator just raised Series A funding from Japan's Geniee, Inc","[(0.94, 'Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets'), (0.94, 'Internet Explorer Remains Dominant Browser'), (0.94, 'Customer Asked to Leave Local Business Over Google Glass Policy'), (0.89, '3 Foundational Tips to Beat Negative Online Reviews'), (0.88, 'Is Your Online Reputation Impacting Your Business?')]"
"North Korea Missile Launches, Nuclear Detonations: Timeline","[(0.92, 'Birth to re-birth: The man who made Savita Bhabhi'), (0.89, 'This Startup is Using Salt to Create an Alternative to Nuclear Energy'), (0.89, 'How Does Social Media Aid Lead Generation?'), (0.88, 'Working at TaxiForSure is fun for sure [Fabulous Workplaces]'), (0.86, 'Successful S-Corp Owners: Watch Out For A Tax Increase')]"
The 10 things in advertising you need to know today,"[(1.0, 'Learn Vital Lessons by Entering The Mind of Elite Entrepreneurs'), (1.0, '85 Percent of Small Businesses Get Customers Through Word of Mouth'), (0.98, 'The State of Social Media'), (0.98, 'Stop Collecting And Start Engaging With Your Twitter Followers'), (0.98, '12 Ways You Can Use LinkedIn for Branding to Stand Out')]"
Do You Qualify for a Break Under These Small Biz Tax Definitions?,"[(0.97, 'The Small Business Guide to Getting Ready for Vacation'), (0.97, 'SBA Nominee Talks Marketing to Banks, Businesses at Confirmation Hearing'), (0.97, 'Payvment Lets SMBs Attract Fans With Coupons'), (0.97, 'How Much Will the Sequester Cost Small Business Contractors?'), (0.96, 'How Health Care Reform Changes Impact the Small Business Owner')]"
Futures are rallying,"[(0.95, 'Demonetisation: Banks may trim base rate by 360 bps in 3-4 years, says Ambit'), (0.94, 'How to Create a LinkedIn Profile That Rocks At Generating Leads'), (0.94, 'Crude oil futures fall on weak Asian cues'), (0.87, 'Read Adaptability and Learn to Thrive in Any Environment'), (0.87, 'Here comes the Beige Book ...')]"
The Thank You Economy:  Show You Care for People Through Social Media,"[(1.0, 'How Do You Feel About Raising the Minimum Wage?'), (0.95, 'What New Opportunities Does Android Wear Offer for Entrepreneurs?'), (0.95, 'Getting Your Business Energy Efficient Before the Holidays'), (0.95, 'BlackBerry Plans Personal, Business Accounts On One Device'), (0.93, 'Tweeter in Chief: Obama Twitter Account Gets Heavy Engagement')]"
Targeted Cyber Attacks Against Small Biz: Chat Recap,"[(0.98, 'Where Is the Best State to Incorporate Your Business?'), (0.97, 'Tipping the Odds for the Entrepreneur'), (0.97, 'Artsy Central Shows Trend Toward Etsy Alternatives'), (0.96, 'Twitter Accidentally Sends Out Thousands of Reset Notices'), (0.96, 'The Gen Y Handbook: Talking Business With Millennials')]"
100 movies on Netflix that everyone needs to watch in their lifetime,"[(0.87, '7th Pay Commission is here! Central govt employees to receive pay hike from next month'), (0.71, 'The Rebel Entrepreneur Rewrites The Rulebook'), (0.71, 'LinkedIn Gets Rid of Products and Services Tab on Company Pages'), (0.71, 'Copper futures rise on global cues, spot demand'), (0.67, 'Keurig CEO Regrets Big Mistake Made with the 2.0 Brewer')]"
RebelMouse CMS Lets You Share Posts from Across the Web,"[(0.97, 'WhatsApp Messaging Service Reaches 400 Million Active Users'), (0.93, 'Rumors Are Confirmed; Instagram Adds Video'), (0.86, 'How to Use The Linkedin Mentions Feature to Engage and Connect'), (0.84, 'Google Databoard Lets You View Research, Create Infographics'), (0.82, 'Social Customers Means a Social Inbox: Review of Nimble CRM')]"
Texas Hair Braiding Law Struck Down in Court Decision,"[(1.0, 'Amazon, Quikr, Ebay, Snapdeal involved in wildlife trade: Govt'), (0.91, 'Internet Sales Tax Issue Still Lives Despite Activist Claims'), (0.88, 'IRS Business Data in Pictures'), (0.82, '10 Things You Need To Do After Forming An LLC'), (0.79, 'Marijuana Businesses Offer Opportunities, But Also Risks')]"
An Update on the Greater Opportunities for Small Business Act,"[(1.0, 'Working On Your Business Not In It'), (1.0, 'Small Business Groups Offer Mixed Reaction to Obama Budget'), (1.0, 'Small Business Employment Share Shrinking for a Good Reason'), (1.0, 'S-Corp Audit Rates Inch Down, But Most Targeted Are Compliant'), (1.0, 'How the IRS Scandal Might Benefit Small Business')]"
STOCKS RISE: Here's what you need to know,"[(0.96, 'Minbox Touts Faster Uploads Than Dropbox in Cloud Storage'), (0.94, 'How Low Will Online Storage Costs Finally Go?'), (0.92, 'Google Antitrust Case: EU Charges Explained'), (0.88, 'What is Siri? And Does Siri Have Competitors?'), (0.88, 'Upstart: Backers Invest in You, And Your Future Earnings Repay Them')]"
Spotlight: BlogPaws is a Media Company That Puts Animals First,"[(0.96, '5 Things You May not Know about Small Business Taxes'), (0.96, '3 Ways to Look at Marketing'), (0.93, 'How to Balance Engagement and Customer Service on Twitter'), (0.92, 'The Commitment Engine Inspires Small Business Growth'), (0.92, 'Most Common SMO Strategies Not The Most Effective')]"
5 Internet Marketing Trends for SMBs to Watch in 2012,"[(1.0, 'Week In Review: Small Business Saturday, Twitter Experiments and More'), (1.0, 'Small Business News: Week in Review for July 7'), (1.0, 'New LG Smartphone Added to the G3 Line Has a Stylus Pen'), (1.0, '5 Benefits of Having a Website for Your Small Business'), (0.96, 'Profit Sharing Surprise: Lenovo CEO Shares Bonus with Employees')]"
"Exceed Your Indiegogo Goals by 1,000 Percent with These Lessons","[(0.97, 'President Obama Angers Small Booksellers With Amazon Speech'), (0.95, 'Your New Year Small Business Checklist'), (0.95, 'Googles Russian Ad Buy Blocked On Technicality; Putins Spanner In The Works?'), (0.94, 'Loan Approvals Rising at Small Banks and Alternative Lenders'), (0.94, ""How 2 of the world's most powerful and dangerous drug lords compare"")]"
20 Steps to a Renewable Energy Plan on a Budget,"[(0.96, 'SMB Owners Get Mobile Coupons For The Holidays'), (0.96, 'Haiku Deck Offers PowerPoint Alternative, Fewer Features Touted'), (0.94, 'Review: Samsung Chromebook for Your Small Business'), (0.94, 'How to Handle a BBB Complaint Against Your Company'), (0.94, 'Amazon Offers Comparable Tablet Cheaper Than iPad Air')]"
Success Secrets of a 6-Year Old Ecommerce Business,"[(0.98, 'Tom Byun of Yahoo! Small Business: Making That Next Sale'), (0.98, 'The Best Business Dashboard Apps For Small Businesses'), (0.98, 'New Google and New Foursquare Offerings Call Attention to Local Business Marketing'), (0.98, 'Effective Websites for Small Businesses: A Review'), (0.97, '25 Tips for Using Instagram in Your Business')]"
Crafting A Killer About Page,"[(0.93, 'How To Keep Customers Loyal With Coupons'), (0.93, 'Google Releases Real-Time Reputation Problem'), (0.93, '20 Reasons People Unfollow You On Twitter'), (0.89, 'Business Insider is hiring a paid social media intern for our video team. Apply now!'), (0.82, 'New Business Trend: Pricey Play Date Consultants')]"
Go Daddy CEO Steps Down,"[(1.0, 'Read Social Marketology to Create Profitable Social Media Marketing'), (1.0, '31 LinkedIn Tools for Business, Plus a Few Extras'), (0.96, 'PayPal Will Change User Agreement After Robocall Concerns'), (0.96, 'How best friends turned co-founders are building their dream business'), (0.95, 'Using the Law of Attraction to Create the Company You Want')]"
"Microsoft Now 5th Largest Tablet Seller, Propelled by Upbeat Ad","[(0.98, 'New Motorola Droid Turbo Phone Has Pro Camera And Wireless Charging'), (0.95, '3 Foundational Tips to Beat Negative Online Reviews'), (0.94, 'Is Your Online Reputation Impacting Your Business?'), (0.89, 'Why Google Is Taking a $9.5 Billion Hit on Selling Motorola to Lenovo'), (0.89, 'Internet Explorer Remains Dominant Browser')]"
Meet 15 Movers and Shakers at ICON15,"[(0.96, 'How Often Should You Update Your Small Business Blog?'), (0.95, 'Types of Franchises And How To Find Them'), (0.95, 'Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage]'), (0.95, 'Headlining the News This Week: Wix Acquires OpenRest'), (0.94, 'The Referral Engine: Teaching Your Business to Market Itself')]"
Is Network Congestion Choking Your Mobile Experience?,"[(0.97, 'Insights From Google About How Small Businesses Can Improve Sales'), (0.95, 'Answers About Free Wireless at Airports for Modern Travelers'), (0.91, 'HP Officejet Pro 8630 Takes Business Printing Mobile'), (0.9, 'JotForm Now Offers Adobe eSign Service'), (0.9, 'Communicating to Employees About Health Insurance Open Enrollment')]"
Pinterest Marketing Tool Discover Can Give Better View of Your Brand,"[(1.01, '6 Benefits of Social Media for Small Businesses'), (0.98, 'New Study Helps SMB Owner Analyze Local Search Data'), (0.98, 'Hacking of Google Maps May Have Killed This Business'), (0.96, 'How to Use Live Streaming for Content Marketing: Meerkat, Periscope, katch.me'), (0.96, 'FTC Ruling on Pinterest Contest Increases Urgency Over Disclosures')]"
New Asus Android Tablet Will Retail for Under $150,"[(0.96, 'This curry stained Indian should be beaten and hanged: Shiva Ayyadurai on inventing email and the backlash that followed'), (0.95, 'Mix360 Headset Promises Hi-Fi Experience From Your Smartphone'), (0.91, 'Reaching the Cloud: Dedicated Ethernet vs Public Internet Connections'), (0.89, 'Bullet train projects: A $51 billion gold mine in making for MSMEs'), (0.87, 'SBA Fund Adds Manufacturing, Lifts $200 Million Limit')]"
6 Ways You Can Emulate Top Brands,"[(1.0, 'Getting Your Small Business Ready for the Holidays'), (0.96, 'A Look at Franchises Specializing In Security'), (0.95, 'Small Business News: An Acquisition, a Rebrand and a Shutdown'), (0.95, 'Review: Attention! This Book Will Make You Money'), (0.93, 'What Makes an Entrepreneur?')]"
13 Creative Ways to Use LinkedIn for Lead Generation,"[(0.94, 'How to Use The Linkedin Mentions Feature to Engage and Connect'), (0.89, 'Sauca Foods:  New Flair for the Food Truck Trend'), (0.88, 'Twitter Attack Caused Thousands to Retweet a Single Message'), (0.88, '10 Twitter Blunders Businesses Should Avoid'), (0.87, 'Google Databoard Lets You View Research, Create Infographics')]"
"Health, tech stocks power S&P, Nasdaq to record highs","[(0.93, 'Bullet train projects: A $51 billion gold mine in making for MSMEs'), (0.89, 'Enterprise Cloud Services Retooled as Google for Work'), (0.88, 'Success Story of an Indian College Drop Out'), (0.88, 'Indian markets welcome GST but see challenges ahead'), (0.88, 'BotBeat: This weeks top botstories')]"
Spotlight: Helena Tubridy Uses Hypnotherapy to Treat Infertility,"[(0.98, 'WordStream Improves Its Free AdWords Benchmark Tool For Small Business Advertisers'), (0.98, 'Improving Your Community Can Improve Your Business'), (0.98, 'A Beer Keurig Machine? SYNEK Draft System is on its Way'), (0.95, 'Fortune 500 Thrives, But Small Businesses Not So Optimistic'), (0.95, 'Answers to Your Frequently Asked Questions About Incorporation')]"
5 Ways Negative Reviews Are Good For Business,"[(1.0, 'Small Businesses Spend More on Travel, Per Concur Survey'), (0.97, 'Top Small Business News This Week: May 17'), (0.96, 'Entrepreneur Quits Wedding Photography for a Different Focus'), (0.96, 'Are You Ready to Start a Small Business?'), (0.96, 'Are You Operating Your Business in Multiple States? What You Need to Know')]"
This curry stained Indian should be beaten and hanged: Shiva Ayyadurai on inventing email and the backlash that followed,"[(0.96, 'Reaching the Cloud: Dedicated Ethernet vs Public Internet Connections'), (0.96, 'New Asus Android Tablet Will Retail for Under $150'), (0.95, 'Mix360 Headset Promises Hi-Fi Experience From Your Smartphone'), (0.93, 'Bullet train projects: A $51 billion gold mine in making for MSMEs'), (0.91, 'Here comes consumer confidence ...')]"
Payvment Lets SMBs Attract Fans With Coupons,"[(1.0, 'How Much Will the Sequester Cost Small Business Contractors?'), (0.97, 'Survey: 11 Percent of UK Workers Want Flexible Hours'), (0.97, 'Do You Qualify for a Break Under These Small Biz Tax Definitions?'), (0.94, 'Twitter Chat: Is Your Brand Helping Or Hurting Your Business?'), (0.93, 'Why Online Reputation Matters to Small Business')]"
25 Businesses You Can Start for Less Than $100,"[(1.0, 'Is Your Small Business Marketing to Hispanic Consumers?'), (0.95, 'Small Business News: An Acquisition, a Rebrand and a Shutdown'), (0.93, 'Xero Sees 200 Percent Increase in U.S. Customers, Adds New Leadership'), (0.93, 'Vertical Response Acquires Social Media Platform Roost'), (0.93, 'Odd Lots')]"
Profit Sharing Surprise: Lenovo CEO Shares Bonus with Employees,"[(1.01, 'Glip Enters Crowded Collaboration Space, Creates Conversation Streams'), (0.97, 'Understanding Health Insurance Marketplaces: Fast Facts'), (0.96, 'Twitter Accidentally Sends Out Thousands of Reset Notices'), (0.96, 'Small Business News: Week in Review for July 7'), (0.96, 'New LG Smartphone Added to the G3 Line Has a Stylus Pen')]"
"After bruising China battle, Uber cedes to rival Didi","[(0.98, 'P2P Tech Firm CacheLogic Raises $20M in Third Round Funding'), (0.97, 'HP Officejet Pro 8630 Takes Business Printing Mobile'), (0.92, 'The 10 biggest European tech stories thisweek'), (0.89, 'Weighing the Pros and Cons of Free City WiFi'), (0.89, 'Could Robots Be the Employees of the Future?')]"
5 Tips to Improve Your Marketing Mix,"[(1.0, 'The Referral Engine: Teaching Your Business to Market Itself'), (1.0, 'A Plug-and-Play Customer Loyalty Program for Small Businesses'), (0.97, 'Small Businesses Spend 20 Hours Per Week on Marketing'), (0.97, 'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS'), (0.97, 'Google Gets Heavy-Handed In Local Search')]"
8 Reasons Your Facebook Page Stinks,"[(1.03, '4 Powerful LinkedIn Tips To Generate Sales'), (0.99, 'LG Launching G4 Flagship Phone and One for Doodling'), (0.94, 'Cardamom futures remain up on rising demand'), (0.94, '13 Best Practices for Building Solid Small Business Operations'), (0.91, 'RANKED: The 20 best Nintendo 64 games of all time')]"
Advantages of Using eCommerce Software in Your Retail Business,"[(1.02, 'Pinterest Beta Tests Do-It-Yourself Promoted Pins for Business'), (1.02, 'Getting Comfortable With Self-Promotion'), (1.0, 'The Referral Engine: Teaching Your Business to Market Itself'), (0.97, 'What NOT to Spend On In Your Startup'), (0.97, 'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS')]"
6 Tactics To Drive Traffic To Your Tradeshow Booth,"[(1.02, 'Manta Business Directory Upgrades to Help You Get Discovered'), (1.02, 'Learn How to Improve Online Marketing: Performance Marketing With Google Analytics'), (1.02, 'Clate Mask of Infusionsoft: $54M Ways Your Small Business Can Benefit'), (1.02, '5 Ways to Run Effective Facebook Ads at Different Stages'), (1.0, 'Small Business News: Small Biz Startup Tips')]"
