,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
665,Small Business Groups Offer Mixed Reaction to Obama Budget,b'Top 4 Health Insurance Trends for Small Businesses' (0.86),b'How the IRS Scandal Might Benefit Small Business' (0.86),b'Small Business Wellness Programs and Return On Investment (ROI)' (0.85),b'An Update on the Greater Opportunities for Small Business Act' (0.84),"b'Fortune 500 Thrives, But Small Businesses Not So Optimistic' (0.83)",b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.83),b'How Much Will the Sequester Cost Small Business Contractors?' (0.81),b'Why Small Businesses Have Trouble Getting Credit' (0.79),b'4 Lessons The Shifting Legal Sector Can Teach Small Business Owners' (0.79),b'How Health Care Reform Changes Impact the Small Business Owner' (0.79)
666,No More Tipping at This Pittsburgh Restaurant,b'5 Tips for Buying a Franchise' (0.67),b'Monster Loyalty: Savvy Engagement Tips From Lady Gaga' (0.66),b'16 Tips for Saving on Small Business Expenses Infographic' (0.63),b'9 Holiday Marketing Tips to Make Your Retail Store Stand Out' (0.61),"b'Run Your Biz Like a Machine With These WordPress Plugins, Resources and Tips' (0.58)",b'10 Local Marketing Tips You Can Implement Today' (0.52),b'Tipping the Odds for the Entrepreneur' (0.50),b'Spotlight: Margaritas Restaurant Brings Mexican Culture to New England' (0.50),b'Franchising In The Downturn And Recovery' (0.49),b'10 Tips For Organizing Your Small Business This Year' (0.48)
667,iPad Losing to More Affordable Tablets,"b'Microsoft Drops Price of Surface Pro Tablets, Too' (0.88)",b'Amazon Offers Comparable Tablet Cheaper Than iPad Air' (0.86),b'Microsoft Temporarily Cuts the Price on the Surface 2' (0.81),b'Amazon Introduces New Kindle Fire Tablets' (0.73),b'New Amazon Kindles Will Be More Like Tablets' (0.73),b'HP Reinventing Traditional Computers With Mini Desktop PC' (0.72),b'Amazon Innovates With New Tablets and e-Readers' (0.72),b'Lawn Care Services Offered on Amazon Soon' (0.71),b'Got a Sony Laptop? See If Your Batteries Could Be a Hazard' (0.71),b'Lenovo A7000 Phablet Offers Super Sound and Little Interference' (0.69)
668,Lawton Ursrey of SageOne: Improve Small Business Efficiency,b'Connie Certusi of Sage: Our Goal is to Automate Small Business Tasks' (0.94),b'28 Webinar Services for Small Business Owners' (0.89),b'5 Benefits of Having a Website for Your Small Business' (0.88),b'Getting Your Small Business Started On Yelp' (0.88),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.88),b'Samsung SMART Signage TV:  Digital Signs and TV for Small Businesses' (0.88),b'Are You Blogging for Your Small Business?' (0.87),b'Email Erases 9 to 5 at Many Small to Mid-Sized Businesses' (0.84),b'Catch Up With Our Latest Small Business News Recap' (0.84),b'Reward your Small Business with the Capital One Spark' (0.84)
669,Outright: Simple Online Bookkeeping for Sole Proprietors,b'Smartsheet: Online Spreadsheets for Project Collaboration' (0.91),b'Top 5 Online Credibility Killers' (0.86),b'How Low Will Online Storage Costs Finally Go?' (0.86),b'Join Me For: Choosing the RIGHT Online Software' (0.84),b'Cyber Liability Insurance: Protect Your Business Online' (0.84),b'10 Online Dangers Your Business Faces' (0.82),b'How Do Consumers Buy Online?' (0.79),b'The Sweet Sound of Online Sales: Review of KaChing' (0.76),b'Read Digital Dollar to Get Your Online Strategy in Gear' (0.73),b'LotusJump Review: Do-It-Yourself Online Marketing Service' (0.72)
670,LinkedIn: The Professional Playground For Professional Connections,b'Why I Linked Out on LinkedIn' (0.92),b'How to Create a LinkedIn Profile That Rocks At Generating Leads' (0.84),b'LinkedIn Gets Rid of Products and Services Tab on Company Pages' (0.84),b'How to Create a LinkedIn Company Page That Drives Sales' (0.83),b'Nimble CRM Says LinkedIn Lock Out is a Minor Stumbling Block' (0.77),b'LinkedIn Introduces Showcase Pages for Business' (0.72),b'Not Sure How to Use LinkedIn for B2B? Let Us Help You' (0.67),b'How to Use The Linkedin Mentions Feature to Engage and Connect' (0.66),b'Simple Loose Leaf Creates Subscription Service for Tea' (0.63),b'Using the Law of Attraction to Create the Company You Want' (0.61)
671,Small Business Wellness Programs and Return On Investment (ROI),b'Top 4 Health Insurance Trends for Small Businesses' (0.95),b'How the IRS Scandal Might Benefit Small Business' (0.94),b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.91),b'Small Business Leads To Better Economy' (0.89),b'How Much Will the Sequester Cost Small Business Contractors?' (0.88),b'Why Small Businesses Have Trouble Getting Credit' (0.85),b'Small Business Groups Offer Mixed Reaction to Obama Budget' (0.85),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.84),b'4 Lessons The Shifting Legal Sector Can Teach Small Business Owners' (0.84),"b'Fortune 500 Thrives, But Small Businesses Not So Optimistic' (0.83)"
672,Behavioral Economics for Entrepreneurs,b'The Rebel Entrepreneur Rewrites The Rulebook' (0.97),b'Entrepreneurs Take Us to the Edge of Outer Space' (0.96),b'5 lessons from the Bhagvad Gita for every entrepreneur' (0.92),b'Finding Success Empowering Lifestyle Entrepreneurs' (0.92),b'Learn Vital Lessons by Entering The Mind of Elite Entrepreneurs' (0.92),b'10 Mindsets of Successful Entrepreneurs' (0.91),b'Liquid Soap and Green Tech are Game Changers for This Entrepreneur' (0.88),b'When I had no food and only Rs 50 in my pocket  a moving story of an entrepreneur' (0.85),b'Upstarts: How GenY Entrepreneurs are Rocking the World of Business' (0.85),b'Entrepreneur Creates Winery on the Third Floor of a Warehouse' (0.83)
673,As Presidential Race Tightens Small Business Plays Big Role,b'Small Business Loans Hit Record High for Third Consecutive Month' (0.90),"b'Small Business Loans Up at Big Banks, Down at Small Ones' (0.89)",b'Why Small Businesses Have Trouble Getting Credit' (0.89),b'Small Business Loan Approval Drops to 18.8 Percent at Big Banks' (0.86),b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.86),b'Small Business Job Growth Dips in January' (0.86),b'An Update on the Greater Opportunities for Small Business Act' (0.85),b'How Much Will the Sequester Cost Small Business Contractors?' (0.84),b'How the IRS Scandal Might Benefit Small Business' (0.82),b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.82)
674,Working at TaxiForSure is fun for sure [Fabulous Workplaces],b'Do You Trust Your Employees to Work Remotely?' (0.87),b'How I increased my productivity 1.5x by experimenting with my work schedule' (0.84),b'Flexible Working: Win-Win For Employers and Employees' (0.83),b'Awaken Your Productivity With Fearless At Work' (0.80),b'Employers Say Wellness Programs Work' (0.79),b'Windows 8.1 For Free? A Version May Be In The Works' (0.79),b'Remote Work No Longer a Perk But a Business Imperative' (0.76),"b'Citysearch: Product Manager, LA' (0.68)","b'Community Connect: Product Strategist, NYC' (0.67)","b'Yahoo: Director Product Management, Yahoo! Finance, Sunnyvale, CA' (0.66)"
675,Brennan Loh of Shopify: The Future of Ecommerce is in Customer Engagement,b'How To Keep Customers Loyal With Coupons' (0.83),b'6 Things Customers Want from Retail Stores and How You Can Deliver' (0.79),b'Do Your Customers Look Forward to Seeing You?' (0.78),b'6 eCommerce Customer Service Benchmarks for Your Business' (0.77),b'Ten Approaches That May Shape the Future of eCommerce' (0.75),b'Multi-Screen Ecommerce Strategy: Beyond the Single Shopping Screen' (0.72),b'How to Balance Engagement and Customer Service on Twitter' (0.70),b'How to Claim a YouTube Custom Channel URL' (0.67),b'Creating a Custom Favicon' (0.63),b'Take the Time to Manage Customer Reviews' (0.63)
676,Connie Certusi of Sage: Our Goal is to Automate Small Business Tasks,b'Lawton Ursrey of SageOne: Improve Small Business Efficiency' (0.94),"b'Small Businesses Spend More on Travel, Per Concur Survey' (0.91)",b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.87),b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.87),b'5 Benefits of Having a Website for Your Small Business' (0.86),b'How Much Will the Sequester Cost Small Business Contractors?' (0.86),b'Getting Your Small Business Started On Yelp' (0.85),b'Are You Blogging for Your Small Business?' (0.85),b'Reward your Small Business with the Capital One Spark' (0.84),b'How the IRS Scandal Might Benefit Small Business' (0.84)
677,How To Get Everything You Promised Done,b'Getting Comfortable With Self-Promotion' (0.79),b'Are You Being Too Nice for Your Own Good?' (0.69),b'How to Promote Offline Events On The Web' (0.68),b'What is a Hashtag? And What Do You Do With Hashtags?' (0.68),b'The Art of Pricing' (0.67),b'How to Handle a Public Relations Crisis' (0.66),b'Birth to re-birth: The man who made Savita Bhabhi' (0.64),b'The 5 Types of Influencers On The Web' (0.61),b'Why We Are Afraid to Talk Pricing' (0.59),b'6 Tactics To Drive Traffic To Your Tradeshow Booth' (0.57)
678,"Run Your Biz Like a Machine With These WordPress Plugins, Resources and Tips",b'How to Install a WordPress Plugin on Your Website' (0.73),b'How Do I Update WordPress Plugins Automatically?' (0.72),b'Monster Loyalty: Savvy Engagement Tips From Lady Gaga' (0.70),b'10 Tips for Using a Blog to Increase Email List Signups' (0.63),b'10 Local Marketing Tips You Can Implement Today' (0.60),b'11 Tips for Using Images on Twitter' (0.59),b'12 Tips and Tools for Better Facebook Management' (0.58),b'No More Tipping at This Pittsburgh Restaurant' (0.58),b'9 Holiday Marketing Tips to Make Your Retail Store Stand Out' (0.56),b'25 Free WordPress Plugins for Integrating Google Features' (0.53)
679,"Yahoo Shuts Down Voices, Bid for Low Cost Content Fails","b'Court Reverses $338,000 Award for User Generated Content' (0.62)",b'FTC Ruling on Pinterest Contest Increases Urgency Over Disclosures' (0.55),"b'Busted: Hotels.com Caught Buying Links, Apology is Weak' (0.50)",b'7 Missing Elements of Your Content Strategy' (0.50),b'Pinterest Contemplates Sponsored Pins' (0.47),b'4 Things To Consider When Writing Site Content' (0.47),b'The 10 most important things in the world right now' (0.46),"b'Fraudulent DMCA Takedown Requests: Finally, a Lid on Them?' (0.46)",b'Texas Hair Braiding Law Struck Down in Court Decision' (0.44),b'Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage]' (0.43)
680,Pinteresting Image Optimization Tips When Using Pinterest for Business,b'10 Tips for Using a Blog to Increase Email List Signups' (0.88),b'11 Tips for Using Images on Twitter' (0.83),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.80),b'When and How to Use Autoresponders' (0.74),b'What is Canva and How Do I Use It For My Business?' (0.74),b'How to Use Criminal Background Checks and Not Get Sued' (0.69),b'What is Periscope and How Do I Use It?' (0.69),b'Spotlight: Helena Tubridy Uses Hypnotherapy to Treat Infertility' (0.68),b'How to Use Evernote to Help You Keep Your Blog Active' (0.67),b'Advantages of Using eCommerce Software in Your Retail Business' (0.66)
681,Med-tech providing sustainable solutions for healthcare,b'How an MBA grad became a marketplace millionaire by selling umbrellas' (0.71),b'20 More Resources To Sell Your Handmade Crafts' (0.64),b'Could Your Next Pizza be Delivered by a Drone?' (0.62),"b'Look beyond the hype of certification, look for skills to move up in the real world' (0.59)",b'10 Reasons to Be Optimistic Looking Forward' (0.57),"b'Up close & personal: How Sunny Leone handles stocks, land, gold, other assets' (0.55)",b'1001 Startup Ideas - Delivery Aggregator in a city' (0.53),b'Meet 15 Movers and Shakers at ICON15' (0.52),"b'After bruising China battle, Uber cedes to rival Didi' (0.50)",b'What Are Net Promoter Scores?' (0.49)
682,The Gen Y Handbook: Talking Business With Millennials,b'Build your Business Through The Economics of Integrity' (0.86),b'Join The Crowdfunding Revolution to Start Your Business' (0.82),b'Why Word-of-Mouth Should Be Core to Your Business' (0.80),b'Strategic Speed Shows How to Execute Business Strategy Fast and Well' (0.79),b'When to Give Business Gifts and Who to Give Them to' (0.78),b'Enterprise Analytics: Big Data Measures to Better Business' (0.77),b'15 Power Foods To Boost Your Business' (0.72),b'TaskRabbit Switches Business Models' (0.71),b'Best Business Gifts Under $25 for 2015' (0.69),b'Outsell Yourself: Go From Hello to Sold With Ethical Business and Sales Techniques' (0.68)
683,Why to Think Twice About Green Labels,b'How To Train Your Team And Make It Connect' (0.56),b'Gluten-Free Girl Flour Gets Funded With Help From Famous Tweeter' (0.56),b'How to Handle a Public Relations Crisis' (0.53),b'Are You Being Too Nice for Your Own Good?' (0.51),b'The Art of Pricing' (0.50),b'Spotlight: My Elder Advocate Puts Seniors First' (0.50),b'7 Steps to Writing A Great Blog Post' (0.48),b'What Makes You Stand Out When Job Hunting?' (0.47),b'Presentations: How to Make Your Message Stick' (0.47),b'Book Review: Stretching a Dollar to Save and Make Thousands' (0.46)
684,How to Create a Mobile Office for Your Small Business,b'Going Mobile: Does Your Small Business Need an App?' (0.78),b'Samsung SMART Signage TV:  Digital Signs and TV for Small Businesses' (0.70),b'28 Webinar Services for Small Business Owners' (0.66),b'Why Small Businesses Love Cloud Services' (0.66),b'Lawton Ursrey of SageOne: Improve Small Business Efficiency' (0.65),b'HP Officejet Pro 8630 Takes Business Printing Mobile' (0.63),b'5 Benefits of Having a Website for Your Small Business' (0.58),b'Getting Your Small Business Started On Yelp' (0.58),"b'Quip Allows Mobile Word Processing, Collaboration' (0.58)",b'Catch Up With Our Latest Small Business News Recap' (0.57)
685,Read Digital Dollar to Get Your Online Strategy in Gear,b'The Sweet Sound of Online Sales: Review of KaChing' (0.80),b'Top 5 Online Credibility Killers' (0.80),b'Join Me For: Choosing the RIGHT Online Software' (0.76),b'Smartsheet: Online Spreadsheets for Project Collaboration' (0.75),b'Outright: Simple Online Bookkeeping for Sole Proprietors' (0.73),b'Is Your Online Marketing Strategy Up to Date?' (0.72),b'LotusJump Review: Do-It-Yourself Online Marketing Service' (0.68),b'10 Online Dangers Your Business Faces' (0.65),b'How Low Will Online Storage Costs Finally Go?' (0.65),b'Spotlight: Studypool Provides Fast Online Homework Help' (0.64)
686,YouTube Adds Google Plus Type Comments,b'Google+ Lifts Real Names Only Policy' (0.90),b'Google Releases Real-Time Reputation Problem' (0.87),b'Google Increases Transparency Around Click Fraud' (0.87),b'Google Gets Heavy-Handed In Local Search' (0.82),b'25 Free WordPress Plugins for Integrating Google Features' (0.80),b'Days Are Numbered for the LG Google Nexus 5' (0.80),b'Google Improves AdWords Express Program' (0.80),b'Google Knocks $100 Off Nexus 4' (0.80),"b'Google Announces Web Designer, Enhancements to DoubleClick' (0.79)",b'Google Acquires Flutter And Its Gesture Technology' (0.77)
687,Bank of England brings down stimulus sledgehammer to beat Brexit blues,b'Idea Cellular posts 74 percent drop in first quarter profit' (0.74),b'Oil prices fall on oversupply concerns despite output cuts' (0.73),b'You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this' (0.72),b'USPS Cuts Saturday Mail Delivery But Will Continue Package Delivery' (0.70),b'How millions from the Bangladesh Bank heist disappeared' (0.69),b'U.S. Postal Service Lowers Package Rates' (0.69),b'European shares lifted by solid earnings but RBS slumps' (0.68),b'Loan Approvals Rising at Small Banks and Alternative Lenders' (0.67),b'Rupee down against dollar' (0.67),"b'S-Corp Audit Rates Inch Down, But Most Targeted Are Compliant' (0.67)"
688,Apple Pays $200 Million for Topsy,b'Adobe Acquires Fotolia for $800 Million' (0.76),b'WhatsApp Messaging Service Reaches 400 Million Active Users' (0.75),b'How millions from the Bangladesh Bank heist disappeared' (0.65),b'You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this' (0.62),"b'SBA Fund Adds Manufacturing, Lifts $200 Million Limit' (0.62)","b'Mashable Raises $13 Million, Its First Ever Outside Investment' (0.60)",b'PayPal Will Change User Agreement After Robocall Concerns' (0.60),b'45 million email subs cant be wrong: How RetailMeNot drives LTV through acquisition and engagement (VBLive)' (0.56),"b'Yelp Loses Money, But Hits 100 Million Visitors' (0.55)",b'Rumors Are Confirmed; Instagram Adds Video' (0.52)
